name,address,city,state,zip,is_primary,note,source_name,source_url
RAMAX SEARCH INC,"1250 Broadway, 36th Floor",New York,NY,10001,true,HIGH (VERIFIED) - official Ramax Search website; Peter Tannenbaum is the donor,ramaxsearch.com,https://ramaxsearch.com/media/
TEMPLE ISAIAH PRESCHOOL,10345 W Pico Blvd,Los Angeles,CA,90064,true,HIGH (VERIFIED) - official Temple Isaiah contact page,templeisaiah.com,https://templeisaiah.com/contacts/
THE DIAMOND LAW FIRM PA,"150 Second North Avenue, Suite 570",St. Petersburg,FL,33701,true,HIGH (VERIFIED) - current firm and Best Lawyers records; Ben Diamond is the donor,legals.businessobserverfl.com,https://legals.businessobserverfl.com/legal-notice-uploads/2024-04-26-Pinellas.pdf
THE FUNDWORKS LLC,"5990 Sepulveda Blvd, Suite 310",Van Nuys,CA,91411,true,HIGH (VERIFIED) - SEC filing and official privacy notice show this office during the donation period,thefundworks.com,https://thefundworks.com/california-residents-privacy-policy/
THE WHISLER LAW FIRM PA,"3606 Enterprise Ave, Suite 356",Naples,FL,34104,true,HIGH (VERIFIED) - current BBB record identifies Joshua Whisler,expertise.com,https://www.expertise.com/legal/workers-comp-lawyers/florida/cape-coral
TILSNER CARTON CO,162 York Avenue East,St. Paul,MN,55117,true,HIGH (VERIFIED) - official company contact page,brokersnapshot.com,https://brokersnapshot.com/Company?dot=196056
ULTIMATE INTERNET ACCESS INC,1300 Highway 2,Wrightwood,CA,92397,true,HIGH (VERIFIED) - current California Public Utilities Commission service list and business records,uia.net,https://www.uia.net/
VOICE EXPRESS CORP,"606 Post Road East, STE3-706",Westport,CT,06880,true,HIGH (VERIFIED) - official company contact page; Geoffrey Stern is the donor,voice-express.com,https://voice-express.com/contact
WOLFE LAW LLC,"1201 W Peachtree St NW, Suite 2300",Atlanta,GA,30309,true,HIGH (VERIFIED) - official firm website; Elie Wolfe is the donor,profiles.superlawyers.com,https://profiles.superlawyers.com/georgia/atlanta/lawyer/eliyahu-e-wolfe/ce6b9db5-114f-47f0-bf6f-2d115d99d001.html
WORLDBRIDGE PARTNERS TOLEDO INC,33 N Huron St,Toledo,OH,43604,true,HIGH (VERIFIED) - current BBB record identifies Gary Fruchtman as president,bbb.org,https://www.bbb.org/us/oh/toledo/profile/executive-search-consultants/worldbridge-partners-toledo-inc-0422-4433
COHEN & STEERS,"1166 Avenue of the Americas, 30th Floor",New York,NY,10036,true,HIGH (VERIFIED) - Cohen & Steers 2025 SEC Form 4; Martin Cohen is chairman and cofounder,cohenandsteers.com,https://www.cohenandsteers.com/contact-us/
BLB&G LLP,1251 Avenue of the Americas,New York,NY,10020,true,HIGH (VERIFIED) - official firm contact page https://www.blbglaw.com/contact; reviewed 2026-08-16,blbglaw.com,https://www.blbglaw.com/contact
ACCESS FUND,"44 Montgomery Street, Suite 3705",San Francisco,CA,94104,true,HIGH (VERIFIED) - SEC Form D signed by Harold S. Zlot identifies this Access Fund office; reviewed 2026-08-19,SEC Form D,https://www.sec.gov/Archives/edgar/data/820621/000082062115000001/xslFormDX07/primary_doc.xml
SKADDEN ARPS,320 S Canal St,Chicago,IL,60606,true,"Skadden Chicago office (BMO Tower); the firm's donors in this dataset are Chicago-area (Northbrook), official firm locations page (web-verified 2026-09-22)",skadden.com,https://www.skadden.com/locations/americas/chicago
CHURCHILLFORGE PROPERTIES,"2626 Thousand Oaks Drive, Suite A",San Antonio,TX,78232,true,Texas/Florida regional office listed on the company contact page; donors file from San Antonio (web-verified 2026-09-22),churchillforge.com,https://www.churchillforge.com/contact-us/
RIVERSTONE COMMUNITIES,6400 Telegraph Rd Ste 2000,Bloomfield Hills,MI,48301,true,Corporate headquarters on the company contact page (web-verified 2026-09-22),rivstone.com,https://www.rivstone.com/contact/
MB DAVIS GROUP,3920 N Hills Dr,Austin,TX,78731,true,Headquarters announced in the company's own press release on moving HQ to Austin (web-verified 2026-09-22),mbdgrp.com,https://mbdgrp.com/mbd-group-moves-to-austin-tx/
MARON AND SANDLER,1250 4th St Ste 550,Santa Monica,CA,90401,true,Law firm office per Martindale listing (web-verified 2026-09-22),martindale.com,https://www.martindale.com/organization/maron-sandler-20628278/santa-monica-california-34374925-f/
CANFIELD DEVELOPMENT INC,10474 Santa Monica Blvd Suite 403,Los Angeles,CA,90025,true,Company office per business profile; developer based in Los Angeles (web-verified 2026-09-22),canfield-development.com,https://www.canfield-development.com/
ELEVADO GROUP,16060 Ventura Blvd Suite 300,Encino,CA,91436,true,Los Angeles business registration record for Elevado Group Inc (web-verified 2026-09-22),opengovus.com,https://opengovus.com/los-angeles-business/0002968063-0001-9
BLUESTAR ALLIANCE,1370 Broadway Suite 1107,New York,NY,10018,true,Headquarters of the brand-management company (web-verified 2026-09-22),bluestaralliance.com,https://www.bluestaralliance.com/about
WEISS ASSET MANAGEMENT FOUNDATION INC,"222 Berkeley St, Floor 16",Boston,MA,02116,true,Foundation of Weiss Asset Management; the firm's Boston office on its contact page (web-verified 2026-09-22),weissasset.com,https://www.weissasset.com/contact/
DIAMOND CHEMICAL,Union Avenue and Dubois Street,East Rutherford,NJ,07073,true,Company headquarters and plant per the company's about page (web-verified 2026-09-22),diamondchem.com,https://www.diamondchem.com/about/
CREATIVE EFFECTS INC,403B Central Avenue,Cedarhurst,NY,11516,true,Advertising agency office on the company contact page (web-verified 2026-09-22),creativeeffectsadvertising.net,https://www.creativeeffectsadvertising.net/contact
VALOR MANAGEMENT LLC,"875 N. Michigan Ave., Suite 3214",Chicago,IL,60611,true,Registered business location (Hancock Center office) per corporation record (web-verified 2026-09-22),opengovwa.com,https://opengovwa.com/corporation/604532904
JACOBS&WALLACE,"1087 Broad St, Ste 400",Bridgeport,CT,06604,true,Law firm office per firm website (serves Fairfield County) (web-verified 2026-09-22),jwlawct.com,https://jwlawct.com/
KEY PROPERTIES,153 Fort Lee Rd Ste 2,Teaneck,NJ,07666,true,Corporate office; all 18 donor rows are Teaneck/Englewood NJ (web-verified 2026-09-22),chamberofcommerce.com,https://www.chamberofcommerce.com/business-directory/new-jersey/teaneck/real-estate-developer/2007259525-key-properties-llc
LEX DIAMOND CO,"550 S Hill St, Suite 510",Los Angeles,CA,90013,true,Jewelry District office (Downtown Jewelry Exchange) (web-verified 2026-09-22),yelp.com,https://www.yelp.com/biz/lex-diamond-company-los-angeles
LSN PARTNERS,"801 Arthur Godfrey Road, Suite 401",Miami Beach,FL,33140,true,Office per Miami Beach Chamber of Commerce member listing (web-verified 2026-09-22),miamibeachchamber.com,https://business.miamibeachchamber.com/members/member/lsn-partners-7830
WILSHIRE SKYLINE,"150 S Rodeo Drive, Suite 340",Beverly Hills,CA,90212,true,Headquarters per BBB business profile (web-verified 2026-09-22),bbb.org,https://www.bbb.org/us/ca/beverly-hills/profile/property-management/wilshire-skyline-1216-13185913
KLEIN HERSH,220 Gibraltar Rd Ste 150,Horsham,PA,19044,true,Corporate office per the company contact page (web-verified 2026-09-22),kleinhersh.com,https://www.kleinhersh.com/contact-us/
BLOOM FAMILY EYE SURGEONS,1020 Woodman Drive Suite 105,Dayton,OH,45432,true,Practice address per the practice website (web-verified 2026-09-22),bloomeyesurgeons.com,https://www.bloomeyesurgeons.com/
BNE REAL ESTATE GROUP,16 Microlab Rd Ste A,Livingston,NJ,07039,true,Headquarters per BBB business profile (web-verified 2026-09-22),bbb.org,https://www.bbb.org/us/nj/livingston/profile/apartments/bne-real-estate-group-0221-90222127
LAZARD FRERES & CO,30 Rockefeller Plaza,New York,NY,10112,true,Headquarters per NY corporation record and firm locations page (web-verified 2026-09-22),lazard.com,https://www.lazard.com/about-lazard/locations/united-states/offices-in-the-united-states/
DEBEVOISE AND PLIMPTON LLP,66 Hudson Boulevard,New York,NY,10001,true,New York headquarters (The Spiral) per firm announcement (web-verified 2026-09-22),debevoise.com,https://www.debevoise.com/news/2023/01/first-day-for-debevoise-in-new-headquarters
"SHUMAKER, LOOP & KENDRICK",1000 Jackson Street,Toledo,OH,43604,true,OFFICE PREMISES: Toledo office per firm website; most donor rows are Toledo (web-verified 2026-09-22),shumaker.com,https://www.shumaker.com/offices/toledo-oh/
UNIVERSITY OF KANSAS,1450 Jayhawk Blvd,Lawrence,KS,66045,true,Main campus address per KU contact pages (web-verified 2026-09-22),ku.edu,https://controllersoffice.ku.edu/contact-us
HILLS DEVELOPERS,"4901 Hunt Rd, Suite 300",Blue Ash,OH,45242,true,Corporate office of HILLS Properties / Hills Developers per company contact page (web-verified 2026-09-22),hillsproperties.com,https://www.hillsproperties.com/corporate-contact-us/
CHESTNUT HOLDINGS,"5676 Riverdale Avenue, Suite 307",Bronx,NY,10471,true,Office per the company contact page and BBB profile (web-verified 2026-09-22),chestnutholdings.com,https://chestnutholdings.com/contact-us/
ARCH INSURANCE,210 Hudson Street,Jersey City,NJ,07311,true,Arch Insurance Group U.S. headquarters per the company's location page (web-verified 2026-09-22),archgroup.com,https://www.archgroup.com/location/jersey-city-new-jersey/
AIPAC,251 H St NW,Washington,DC,20001,true,Headquarters of the American Israel Public Affairs Committee (web-verified 2026-09-22),guidestar.org,https://www.guidestar.org/profile/53-0217164
LEON KOROL CO,2050 E Devon Ave,Elk Grove Village,IL,60007,true,OFFICE PREMISES: Company headquarters per BBB and company site (family liquidation firm since 1959) (web-verified 2026-09-22),leonkorol.com,https://www.leonkorol.com/about-us
COOPER MANAGEMENT,"600 Central Ave, Suite 138",Highland Park,IL,60035,true,Office per business listings (Cooper Management Company) (web-verified 2026-09-22),yellowpages.com,https://www.yellowpages.com/highland-park-il/mip/cooper-management-co-472997714
INNOVATION LINE,11869 Teale St #69,Culver City,CA,90230,true,Promotional products company headquarters per industry directory (web-verified 2026-09-22),industrynet.com,https://www.industrynet.com/listing/1817510/innovation-line
SOS TECH GROUP,"2650 Quarry Lake Dr, Ste 300",Baltimore,MD,21209,true,Office per the company contact page (web-verified 2026-09-22),sostechgroup.com,https://www.sostechgroup.com/contact-us/
GOLD AND COMPANY,5601 Newbury St,Baltimore,MD,21209,true,Commercial real estate brokerage office per LoopNet company profile (web-verified 2026-09-22),loopnet.com,https://www.loopnet.com/company/gold-and-company-llc/baltimore-md/0vt3xx1l/
NATIONAL DISTRIBUTING COMPANY,1 National Dr SW,Atlanta,GA,30336,true,Headquarters per BBB profile (web-verified 2026-09-22),bbb.org,https://www.bbb.org/us/ga/atlanta/profile/linen-supply-service/national-distributing-co-0443-27109174
SILVER COMPANIES,2200 Carl D Silver Pkwy Ste 100,Fredericksburg,VA,22401,true,Corporate office per the company contact page (web-verified 2026-09-22),silvercollection.com,https://www.silvercollection.com/contact-us
ORO CAPITAL ADVISORS,"11766 Wilshire Blvd, Ste 325",Los Angeles,CA,90025,true,Corporate office per business profile (web-verified 2026-09-22),dandb.com,https://www.dandb.com/businessdirectory/orocapitaladvisorsllc-losangeles-ca-28222246.html
WELLS FARGO ADVISORS,One North Jefferson Ave,St. Louis,MO,63103,true,Wells Fargo Advisors home office per the firm's contact page (web-verified 2026-09-22),wellsfargoadvisors.com,https://www.wellsfargoadvisors.com/contact.htm
DANIEL JAY COSGROVE MD INC,"16311 Ventura Blvd., Suite 800",Encino,CA,91436,true,Urology practice office per the practice website (web-verified 2026-09-22),danielcosgrovemd.com,https://danielcosgrovemd.com/contact/
CTR MANAGEMENT INC,601 E Pratt St,Baltimore,MD,21202,true,Real estate development company office per business profiles (Power Plant building) (web-verified 2026-09-22),buzzfile.com,"https://www.buzzfile.com/business/Ctr-Management,-Inc.-410-246-2211"
ROBHANA GROUP INC,606 S Olive St Ste 600,Los Angeles,CA,90014,true,Corporate office per LoopNet company profile (web-verified 2026-09-22),loopnet.com,https://www.loopnet.com/company/robhana-group/los-angeles-ca/nm157vnl/
GIDEON INFORMATICS INC,"8721 Santa Monica Blvd, Suite 234",Los Angeles,CA,90069,true,"Company business address per Crunchbase/ZoomInfo (mailing suite, not a residence) (web-verified 2026-09-22)",crunchbase.com,https://www.crunchbase.com/organization/gideon-informatics
ADVANCED EYE MDS,"1260 State Rte 28, Suite 8",Branchburg,NJ,08876,true,Ophthalmology practice per BBB profile (web-verified 2026-09-22),bbb.org,https://www.bbb.org/us/nj/somerville/profile/ophthalmology/advanced-eye-mds-0221-1006328
EDINGER PEDIATRICS,11160 Warner Ave. Suite #211,Fountain Valley,CA,92708,true,Practice office per the practice website (web-verified 2026-09-22),edinger.choc.org,https://edinger.choc.org/
SPRINGBOARD COMPANY,"11661 San Vicente Blvd, Suite 701",Los Angeles,CA,90049,true,The Springboard Company office (Union Bank Building) per the company contact page (web-verified 2026-09-22),springboardcompany.com,http://www.springboardcompany.com/contact/
METADOLCE TECHNOLOGIES INC,4500 Park Granada Ste 202,Calabasas,CA,91302,true,Company headquarters per California business profile (registered-agent address in Encino is a residence and was not used) (web-verified 2026-09-22),bizprofile.net,https://www.bizprofile.net/ca/calabasas/metadolce-technologies-inc
BSC MANAGEMENT,"11300 W Olympic Blvd, Ste 600",Los Angeles,CA,90064,true,Headquarters per BBB profile and company contact page (web-verified 2026-09-22),bscmanage.com,https://www.bscmanage.com/contact/
BAKER KATZ,"3700 Buffalo Speedway, Suite 1020",Houston,TX,77098,true,Headquarters per the company contact page (web-verified 2026-09-22),bakerkatz.com,https://bakerkatz.com/contact/
METROPOLITAN MORTGAGE AND REALTY INC,"80 Main Street, Suite 560",West Orange,NJ,07052,true,Office per Commerce and Industry Association of NJ member listing (web-verified 2026-09-22),cianj.org,"https://web.cianj.org/Mortgage-Brokers/Metropolitan-Mortgage-and-Realty,-Inc-4247"
CROSS SHORE CAPITAL MANAGEMENT,"111 Great Neck Road, Suite 210",Great Neck,NY,11021,true,Principal office per SEC Form ADV (web-verified 2026-09-22),radientanalytics.com,https://radientanalytics.com/firm/adv/cross-shore-capital-management-llc-136650
MD SQUARED PROPERTY GROUP,"7 Penn Plaza, Suite 601",New York,NY,10001,true,Office per the company contact page (web-verified 2026-09-22),mdsquaredpropertygroup.com,https://www.mdsquaredpropertygroup.com/contact/
SUSSMAN EDUCATION,"250 East 54th Street, Suite P2",New York,NY,10022,true,Principal address per corporate filing (2021) (web-verified 2026-09-22),sunbiz.org,https://sussmaneducation.com/about/
STERLING FLOOR DESIGNS LTD,82 Modular Ave,Commack,NY,11725,true,OFFICE PREMISES: Company location per the company contact page (web-verified 2026-09-22),sterlingfloordesigns.com,https://sterlingfloordesigns.com/contact/
WOLMAN WEALTH MANAGEMENT,4208 Overland Ave,Culver City,CA,90230,true,Office per business listings and D&B profile (web-verified 2026-09-22),dnb.com,https://www.dnb.com/business-directory/company-profiles.wolman_wealth_management_inc.9f4995245783fa9112db167bbaa18bcc.html
LEDER REALTY & MANAGEMENT,4755 Technology Way Ste 202,Boca Raton,FL,33431,true,Business office per D&B and LoopNet profiles (web-verified 2026-09-22),dnb.com,https://www.dnb.com/business-directory/company-profiles.leder_realty__management_inc.eac038c726c4af7218b91bd0be5fa40e.html
AB INITIO SOFTWARE,201 Spring Street,Lexington,MA,02421,true,Ab Initio Software headquarters; 2026-09-23 same-company rule AB INITIO/ABINITIO SOFTWARE,abinitio.com,https://www.abinitio.com/en/contact/
ATRIUM HEALTH,1000 Blythe Boulevard,Charlotte,NC,28203,true,Atrium Health main campus (Carolinas Medical Center); 2026-09-23 spacing unification ATRIUMHEALTH,atriumhealth.org,https://atriumhealth.org/locations/detail/carolinas-medical-center
TWIN CITY FAN COMPANIES,5959 Trenton Lane N,Minneapolis,MN,55442,true,Twin City Fan Companies headquarters; 2026-09-23 rule TWINCITY FAN/TWIN CITY FAN,twincityfan.com,https://www.twincityfan.com/contact/
SOFTERWARE,4607 Library Rd Ste 220,Bethel Park,PA,15102,true,Mailing address the company publishes (PMB 2026); 2026-09-23,softerware.com,https://www.softerware.com/contact-us/
01 ADVISORS,415 Jackson Street,SAN FRANCISCO,CA,94111,true,"01 Advisors (01A), venture firm: The donor is a general partner at 01A. The firm lists its San Francisco HQ at 415 Jackson and a New York office at 817 Broadway, so the published Letterman Dr address is outdated, and with no Colorado office the HQ is used. (researched and checked 2026-09-24)",01A official website,https://www.01a.com/
1826 GROUP,,AVENTURA,FL,33180,true,"Home-based business, town only: The published street is a condo unit in a residential high-rise, not an office, and no public office exists, so only the city is kept. (researched and checked 2026-09-24)",Published address is a unit in a residential condominium tower,
19 ENTERPRISES LLC,,,,,true,INVALID: not_found: The published Latham NY address belongs to an unrelated IT consulting firm called 19-Enterprises LLC. The donor's entity is a Las Vegas holding LLC (NV reg. E0392152015-1) with no public office address. (researched and checked 2026-09-24),Nevada Campaign Contributions company page,https://nevadacampaigncontributions.com/companies/433993-19-enterprises-llc.html
1901 PARTNERS,,,,,true,"INVALID: not_found: The firm ended its SEC registration in 2023 and withdrew as an exempt reporting adviser in Dec 2023. Its last filing gives an appointment-only Southlake TX office with no public street, so the 750 Third Ave NYC office is outdated. (researched and checked 2026-09-24)",SEC IAPD firm record CRD 173444,https://adviserinfo.sec.gov/firm/summary/173444
21CFI,,,,,true,INVALID: not_found: 21CFI (researched and checked 2026-09-24),No reliable source,
30 POINT STRATEGIES,,,,,true,"INVALID: not_found: This is a real firm, but no opened source states an office street. A Bethesda MD HQ (7315 Wisconsin Ave Ste 400W, 20814) appears in Manta/ZoomInfo snippets that could not be opened. Re-check it if those directories become reachable. Do not publish the Atlanta Studioplex unit. (researched and checked 2026-09-24)",30 Point website; Yahoo Local listing,https://30point.com/
3I FUND,"2 Wooster Street, 2nd Floor",NEW YORK,NY,10013,true,"3i Fund (3i Management LLC / 3i, LP): The donor is a partner and portfolio manager at 3i Fund. The official site and a Dec 2025 contract both give 2 Wooster St, 2nd Floor. (researched and checked 2026-09-24)",3i Fund official website,https://3ifund.com/
7 STAR CONSTRUCTION COMPANY,,HOUSTON,TX,77002,true,"Home-based business, town only: BBB names the donor as owner of this small Houston contractor and gives no street, only Houston TX 77002. The published Rock Hill SC PO box belongs to a different company. (researched and checked 2026-09-24)",BBB business profile,https://www.bbb.org/us/tx/houston/profile/remodeling/7-star-construction-company-0915-22011812
7RIDGE,405 Lexington Avenue,NEW YORK,NY,10174,true,"7RIDGE (private markets asset manager), New York office: The donor is a managing director at 7RIDGE. The official site lists the New York office in the Chrysler Building, 405 Lexington Avenue, NY 10174. (researched and checked 2026-09-24)",7RIDGE official website,https://7ridge.com/
9 MUSES ART CORP,,NEW YORK,NY,10001,true,"Home-based business, town only: The state registry location is an apartment unit (Apt 47D), a small art advisory run from a residence. Only the city is kept. (researched and checked 2026-09-24)",NY DOS record via OpenGovNY (DOS #4672903),https://opengovny.com/corporation/4672903
A PRIORI,"3 Pickwick Plaza, Suite 302",GREENWICH,CT,06830,true,"A Priori Investment Management LLC (Greenwich quant fund): The published Concord MA address is aPriori Technologies, a different company. The donors are A Priori Investment Management executives, and its 2026 SEC Form D gives 3 Pickwick Plaza, Suite 302. (researched and checked 2026-09-24)","SEC Form D (Havemeyer Place LP, May 2026)",https://www.sec.gov/Archives/edgar/data/2026128/000131586326000433/primary_doc.xml
A&W TECH CONSULTING,,,,,true,"INVALID: not_found: This is the previous employer of a retired donor. The APrime site lists only email/LinkedIn and no office. The San Antonio 19206 Habitat Cv address is a residential house whose link to this firm is unverified, so do not publish it. (researched and checked 2026-09-24)",APrime Technology website,https://www.aprime.io/
AARA,"2255 Glades Road, Suite 228W",BOCA RATON,FL,33431,true,"American Arthritis & Rheumatology Associates (AARA): AARA is a rheumatology group, not the published Piscataway NJ office. The donor practised at its Boca Raton site (2900 N Military Trl) before retiring, and every AARA entity uses 2255 Glades Rd Ste 228W, Boca Raton as its central office. (researched and checked 2026-09-24)",CMS NPI Registry (AARA entities),https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=american%20arthritis*&state=FL&limit=50
ABC SALES & MARKETING,,WESTON,FL,33326,true,"Home-based business, town only: The donor is president of a small Weston FL corporation whose principal address is on a residential street. The published Mesa AZ address belongs to a different business. (researched and checked 2026-09-24)",Florida Sunbiz entity record P02000114455,https://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?inquirytype=EntityName&directionType=ForwardList&searchNameOrder=ABCSALESMARKETING+P020001144550&aggregateId=domp-p02000114455-099585ff-b3b1-4ca0-bc08-f9880030a234&searchTerm=ABC+SCHOOL+BUS+TRANSPORTATION+INC&listNameOrder=ABCSALES+5463490
AC DISASTER CONSULTING,"1800 Glenarm Place, Suite 300",DENVER,CO,80202,true,"AC Disaster Consulting LLC (emergency management firm, Denver HQ): The active SAM registration (renewed Jul 2026) gives 1800 Glenarm Pl Ste 300, Denver, and the firm's site says it is headquartered in Denver. It has no Florida office address. (researched and checked 2026-09-24)",SAM.gov registration via SAMClerk,https://samclerk.com/entity/EB5D6BDAC996491
ACCESS ENTERTAINMENT,40 West 57th Street,NEW YORK,NY,10019,true,"Access Entertainment, a division of Access Industries: Access Entertainment is part of Access Industries, whose only US office is 40 West 57th Street, NY 10019. The site gives no floor and no Los Angeles office. (researched and checked 2026-09-24)",Access Industries contact page,https://www.accessindustries.com/contact/
ACCIN OPPORTUNITY FUND,"111 W. St. John Street, Suite 800",SAN JOSE,CA,95113,true,"Accion Opportunity Fund: The misspelled employer is Accion Opportunity Fund. Its official contact page still lists 111 W. St. John Street, Suite 800, San Jose, and it has no Colorado office. (researched and checked 2026-09-24)",Accion Opportunity Fund contact page,https://aofund.org/contact/
ACCOUNTNET INC,"31 West 34th Street, 8th Floor",NEW YORK,NY,10001,true,"Accountnet, Inc. (Microsoft Dynamics reseller): The donor is a senior Dynamics consultant at Accountnet. Its site (2024-2025 events) holds meetings at 'Accountnet - Customer Briefing Center, 31 West 34th Street, 8th Floor', while 1333 Broadway Ste 303 is the 1996 registration address. (researched and checked 2026-09-24)",Accountnet official website,https://accountnet.com/
ACE GUARANTY RE,1633 Broadway,NEW YORK,NY,10019,true,Assured Guaranty Inc. (formerly ACE Guaranty Re Inc. / ACE Guaranty Corp.): ACE Guaranty Re Inc. was renamed ACE Guaranty Corp. in 2002 and Assured Guaranty Corp. in 2004. The successor's US office is 1633 Broadway (previous employer of a retired donor). (researched and checked 2026-09-24),Assured Guaranty contact page,https://assuredguaranty.com/contact
ACHIEVE BEHAVIORAL HEALTH,"25 Robert Pitt Drive, Suite 101",MONSEY,NY,10952,true,"Achieve Behavioral Health (Rockland County CCBHC): One donor is listed as working at Achieve Behavioral Health. Its main site is 25 Robert Pitt Drive, Suite 101, Monsey, and all its sites are in New York, none in New Jersey. (researched and checked 2026-09-24)",Achieve Behavioral Health official website,https://achievebh.org/
ACP,260 W. Sunrise Hwy,VALLEY STREAM,NY,11581,true,"AdvantageCare Physicians (ACPNY), Valley Stream Medical Office: The published address is the American College of Physicians, a membership body. The physician's NPI record points to AdvantageCare Physicians (mail to its 55 Water St office) and practice at its Valley Stream Medical Office. (researched and checked 2026-09-24)",ACPNY location page; CMS NPI record,https://www.acpny.com/find-a-provider/locations/valley-stream-medical-office
ACPOWERS LLC,,CLEVELAND HEIGHTS,OH,44118,true,"Home-based business, town only: This founder-run consultancy's only registered address is an apartment in Cleveland Heights OH. The published 915 Broadway NYC suite is unrelated. (researched and checked 2026-09-24)",Ohio SOS record via Bizapedia,https://www.bizapedia.com/oh/acpowers-llc.html
ACRISURE,100 Ottawa Ave SW,GRAND RAPIDS,MI,49503,true,"Acrisure, LLC (insurance brokerage HQ): Acrisure's legal notice gives Acrisure, LLC, 100 Ottawa Ave SW, Grand Rapids. The donors are brokers in several states, so the HQ fits best. (researched and checked 2026-09-24)",Acrisure legal notice page,https://www.acrisure.com/legal
ACXION FOODSERVICE,"510 McCormick Drive, Suite S",GLEN BURNIE,MD,21061,true,"Acxion Foodservice (foodservice sales agency): Acxion's site now lists its only address as 510 McCormick Drive, Suite S, Glen Burnie, replacing the Odenton address. No Illinois office is published. (researched and checked 2026-09-24)",Acxion Foodservice contact page,https://www.acxion.com/contact
ADA,"1259 S Cedar Crest Blvd, Suite 100",ALLENTOWN,PA,18103,true,"Advanced Dermatology Associates, Ltd. (Allentown PA): The physician's NPI practice location is Advanced Dermatology Associates, Ltd. at 1259 S Cedar Crest Blvd Ste 100, Allentown. The published Chicago address belongs to an unrelated 'ADA'. (researched and checked 2026-09-24)",CMS NPI Registry (physician and practice),https://npiregistry.cms.hhs.gov/api/?version=2.1&organization_name=advanced%20dermatology%20associates*&state=PA&limit=20
ADDITION MANAGEMENT LLC,469 Seventh Avenue,NEW YORK,NY,10018,true,"Addition Management LLC (accounting/finance recruiting firm): The street is right, but 469 Seventh Avenue is in ZIP 10018, not 10022. The firm's own site names New York and Tampa offices without streets, so this rests on a directory. (researched and checked 2026-09-24)","TapTalent agency profile (firm site lists only New York, NY and Tampa, FL)",https://taptalent.ai/recruitment-agencies/addition-management-recruitment-agency-profile/
ADELPHI CAPITAL,,,,,true,"INVALID: ambiguous: This is a retired donor's previous employer. Candidates are Adelphi Capital LLP (London hedge fund, now a family office), Adelphi Capital Partners (Philadelphia PE) and an Adelphi Capital in Washington DC, with no evidence tying the donor to any of them. (researched and checked 2026-09-24)",No decisive source,
ADELPHI DATA INC,,MCLEAN,VA,22101,true,"Home-based business, town only: The startup's only filed address (SEC Form D) is on a residential street in McLean, and LinkedIn gives only 'New York, NY'. No public office exists. (researched and checked 2026-09-24)","SEC EDGAR filer record (Form D, Sep 2025)",https://data.sec.gov/submissions/CIK0002085885.json
ADH,"1907 Highway 35, Suite 1",OAKHURST,NJ,07755,true,"Allied Digestive Health - Shore Gastroenterology Associates (Oakhurst office): The published Little Rock address is the Arkansas Dept of Health, which is wrong. The donor is an ADH gastroenterologist at its Shore Gastroenterology Associates office, 1907 Highway 35 Suite 1, Oakhurst (per her ADH provider page and NPI). (researched and checked 2026-09-24)",Allied Digestive Health provider page; CMS NPI record,https://adhgi.com/providers/penny-s-turtel-md-facg-facp/
ADT,1501 Yamato Road,BOCA RATON,FL,33431,true,"ADT Inc. (corporate HQ): The HQ is right, but ADT's SEC business address is 1501 Yamato Road, Boca Raton 33431, without the published 'Ste 100'. (researched and checked 2026-09-24)",SEC EDGAR filer record for ADT Inc.,https://data.sec.gov/submissions/CIK0001703056.json
ADVANCED MEDICAL TRANSPORT,1718 North Sterling Ave.,PEORIA,IL,61604,true,"Advanced Medical Transport of Central Illinois (nonprofit EMS, Peoria): The donor is AMT's longtime CEO. The official site lists 1718 North Sterling Ave., Peoria, and the published Miramar FL address belongs to an unrelated Florida company. (researched and checked 2026-09-24)",AMT official website,https://amtci.org/
ADVANCED NUTRITION,"8687 Melrose Ave, Suite G320",WEST HOLLYWOOD,CA,90069,true,"Advanced Nutrients (hydroponic fertilizer company): The occupation 'fertilizer' and the LA filing point to Advanced Nutrients, whose head office is 8687 Melrose Ave Suite G320, West Hollywood. The published Virginia Beach address is an unrelated nutrition practice. (researched and checked 2026-09-24)",Advanced Nutrients contact page,https://www.advancednutrients.com/contact/
ADVECTION GROWTH CAPITAL,320 Park Avenue,NEW YORK,NY,10022,true,"Advection Growth Capital LLC (merchant bank): The donor is listed as a partner on the firm's team page. The contact page gives 320 Park Avenue, New York, NY 10022 with no floor, so the published FL 22 cannot be confirmed. (researched and checked 2026-09-24)",Advection Growth Capital contact page,https://www.advectioncap.com/contact
ADVENTIST,10123 SE Market Street,PORTLAND,OR,97216,true,"Adventist Health Portland (medical center): The physician's NPI lists 10123 SE Market St, Portland, which is Adventist Health Portland. The published Silver Spring MD address is the Seventh-day Adventist church HQ. (researched and checked 2026-09-24)",Adventist Health Portland location page; CMS NPI record,https://www.adventisthealth.org/portland/locations/adventist-health-portland/
